#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
218	NM_001122740	chr6	+	152128330	152424408	152129047	152420101	9	152128330,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152128644,152129499,152163922,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,0,2,1,1,1,2,1,2,
218	NM_001122741	chr6	+	152126839	152424408	152129047	152420101	9	152126839,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152126955,152129499,152163922,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,0,2,1,1,1,2,1,2,
27	NM_001122742	chr6	+	152011661	152424408	152129047	152420101	10	152011661,152023009,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152011799,152023140,152129499,152163922,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,-1,0,2,1,1,1,2,1,2,
218	NM_001291230	chr6	+	152126839	152424408	152129047	152420101	9	152126839,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152126955,152129499,152163928,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,0,2,1,1,1,2,1,2,
218	NM_001291241	chr6	+	152126839	152424408	152129047	152420101	9	152126839,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152126955,152129499,152163922,152201903,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,0,2,1,1,1,2,1,2,
218	NM_001328100	chr6	+	152130241	152450748	152163798	152446483	7	152130241,152163731,152201789,152265307,152332790,152382125,152446400,	152130406,152163922,152201906,152265643,152332929,152382259,152450748,	0	ESR1	cmpl	cmpl	-1,0,1,1,1,2,1,
723	NM_001346817	chr6	-	18128544	18155400	18130898	18149358	10	18128544,18132363,18134034,18139193,18139895,18143826,18148053,18149218,18150505,18155263,	18131011,18132408,18134120,18139268,18139948,18143959,18148146,18149402,18150884,18155400,	0	TPMT	cmpl	cmpl	1,1,2,2,0,2,2,0,-1,-1,
723	NM_001346818	chr6	-	18128544	18155400	18130898	18149358	8	18128544,18134034,18139193,18139895,18143826,18148053,18149218,18155263,	18131011,18134120,18139268,18139948,18143959,18148146,18149402,18155400,	0	TPMT	cmpl	cmpl	1,2,2,0,2,2,0,-1,
185	NM_001378891	chr6	-	117608515	117747105	117609654	117746819	44	117608515,117622136,117629956,117631243,117632182,117638305,117639350,117641030,117642421,117645494,117647386,117650491,117658334,117662297,117662562,117663562,117665222,117674152,117677791,117678966,117680971,117681504,117683765,117686222,117686743,117687238,117700221,117704479,117706845,117708051,117708942,117710512,117714386,117715324,117715778,117717350,117718077,117724301,117725442,117730744,117735681,117737420,117739624,117746696,	117609965,117622300,117630091,117631444,117632280,117638435,117639415,117641193,117642557,117645578,117647577,117650609,117658503,117662474,117662795,117663707,117665425,117674332,117678078,117679172,117681174,117681568,117684028,117686367,117686904,117687456,117700322,117704671,117707024,117708162,117709155,117711009,117714484,117715509,117715901,117717427,117718279,117724440,117725591,117730805,117735708,117737480,117739669,117747105,	0	ROS1	cmpl	cmpl	1,2,2,2,0,2,0,2,1,1,2,1,0,0,1,0,1,1,2,0,1,0,1,0,1,2,0,0,1,1,1,2,0,1,1,2,1,0,1,0,0,0,0,0,
185	NM_001378902	chr6	-	117608515	117747105	117609654	117746819	44	117608515,117622136,117629956,117631243,117632182,117638305,117639350,117641030,117642421,117645494,117647386,117650491,117658334,117662297,117662562,117663562,117665222,117674152,117677791,117678966,117680971,117681504,117683765,117686222,117686743,117687238,117700221,117704479,117706845,117708051,117708942,117710512,117714386,117715324,117715778,117717350,117718077,117724301,117725442,117730744,117735681,117737420,117739624,117746696,	117609965,117622300,117630091,117631444,117632280,117638435,117639415,117641193,117642557,117645578,117647577,117650609,117658503,117662474,117662795,117663707,117665425,117674329,117678078,117679172,117681174,117681568,117684028,117686367,117686904,117687453,117700322,117704671,117707024,117708162,117709155,117711009,117714484,117715509,117715901,117717427,117718279,117724440,117725591,117730805,117735708,117737480,117739669,117747105,	0	ROS1	cmpl	cmpl	1,2,2,2,0,2,0,2,1,1,2,1,0,0,1,0,1,1,2,0,1,0,1,0,1,2,0,0,1,1,1,2,0,1,1,2,1,0,1,0,0,0,0,0,
27	NM_001385568	chr6	+	151977806	152424408	152129047	152420101	10	151977806,152023009,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	151977898,152023140,152129499,152163922,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,-1,0,2,1,1,1,2,1,2,
218	NM_001385569	chr6	+	152128330	152424408	152129047	152420101	9	152128330,152128977,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152128639,152129499,152163922,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	-1,0,2,1,1,1,2,1,2,
27	NM_001385570	chr6	+	152011661	152424408	152129047	152419898	9	152011661,152023009,152128977,152163731,152201789,152265307,152332790,152382125,152419866,	152011799,152023140,152129499,152163922,152201906,152265643,152332929,152382259,152424408,	0	ESR1	cmpl	cmpl	-1,-1,0,2,1,1,1,2,1,
218	NM_001385571	chr6	+	152128330	152424408	152129047	152419898	8	152128330,152128977,152163731,152201789,152265307,152332790,152382125,152419866,	152128639,152129499,152163922,152201906,152265643,152332929,152382259,152424408,	0	ESR1	cmpl	cmpl	-1,0,2,1,1,1,2,1,
218	NM_001385572	chr6	+	152128816	152424408	152129047	152419898	7	152128816,152163731,152201789,152265307,152332790,152382125,152419866,	152129499,152163922,152201906,152265643,152332929,152382259,152424408,	0	ESR1	cmpl	cmpl	0,2,1,1,1,2,1,
185	NM_002944	chr6	-	117608515	117747105	117609654	117746819	43	117608515,117622136,117629956,117631243,117632182,117638305,117639350,117641030,117642421,117645494,117647386,117650491,117658334,117662297,117662562,117663562,117665222,117674152,117677791,117678966,117680971,117681504,117683765,117686222,117686743,117687238,117700221,117704479,117706845,117708051,117708942,117710512,117714386,117715324,117715778,117717350,117718077,117724301,117725442,117730744,117737420,117739624,117746696,	117609965,117622300,117630091,117631444,117632280,117638435,117639415,117641193,117642557,117645578,117647577,117650609,117658503,117662474,117662795,117663707,117665425,117674332,117678078,117679172,117681174,117681568,117684028,117686367,117686904,117687453,117700322,117704671,117707024,117708162,117709197,117711009,117714484,117715509,117715901,117717427,117718279,117724440,117725591,117730805,117737480,117739669,117747105,	0	ROS1	cmpl	cmpl	1,2,2,2,0,2,0,2,1,1,2,1,0,0,1,0,1,1,2,0,1,0,1,0,1,2,0,0,1,1,1,2,0,1,1,2,1,0,1,0,0,0,0,
22	NM_000245	chr7	+	116312249	116438431	116339138	116436178	21	116312249,116339124,116371721,116380003,116380905,116395408,116397490,116397691,116398512,116399444,116403103,116409698,116411551,116411902,116414934,116417442,116418829,116422041,116423357,116435708,116435940,	116312631,116340338,116371913,116380138,116381079,116395569,116397593,116397828,116398674,116399544,116403322,116409845,116411708,116412043,116415165,116417523,116419011,116422151,116423523,116435845,116438431,	0	MET	cmpl	cmpl	-1,0,0,0,0,0,2,0,2,2,0,0,0,1,1,1,1,0,2,0,2,
78	NM_000535	chr7	-	6010555	6048680	6013029	6048650	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045662,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,2,1,1,2,0,
22	NM_001127500	chr7	+	116312249	116438431	116339138	116436178	21	116312249,116339124,116371721,116380003,116380905,116395408,116397490,116397691,116398512,116399390,116403103,116409698,116411551,116411902,116414934,116417442,116418829,116422041,116423357,116435708,116435940,	116312631,116340338,116371913,116380138,116381079,116395569,116397593,116397828,116398674,116399544,116403322,116409845,116411708,116412043,116415165,116417523,116419011,116422151,116423523,116435845,116438431,	0	MET	cmpl	cmpl	-1,0,0,0,0,0,2,0,2,2,0,0,0,1,1,1,1,0,2,0,2,
78	NM_001322003	chr7	-	6010555	6048680	6013029	6042215	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045657,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,0,-1,-1,-1,-1,
78	NM_001322004	chr7	-	6010555	6048680	6013029	6042215	14	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,0,-1,-1,-1,
78	NM_001322005	chr7	-	6010555	6048680	6013029	6042215	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048437,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045662,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,0,-1,-1,-1,-1,
78	NM_001322006	chr7	-	6010555	6048680	6013029	6048650	14	6010555,6017218,6018226,6022454,6026389,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045662,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,0,2,0,0,2,1,1,2,0,
78	NM_001322007	chr7	-	6010555	6048737	6013029	6043637	14	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043689,6045662,6048737,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,2,0,-1,-1,
78	NM_001322008	chr7	-	6010555	6048680	6013029	6043637	13	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043602,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043689,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,2,0,-1,
78	NM_001322009	chr7	-	6010555	6048680	6013029	6042215	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048437,	6013173,6017421,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045657,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,0,-1,-1,-1,-1,
78	NM_001322010	chr7	-	6010555	6048680	6013029	6042215	13	6010555,6017218,6018226,6022454,6026389,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6048627,	6013173,6017388,6018327,6022622,6027251,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,0,2,0,0,0,-1,-1,-1,
78	NM_001322011	chr7	-	6010555	6048680	6013029	6031658	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038857,6042267,6043423,6043689,6045662,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,
78	NM_001322012	chr7	-	6010555	6048680	6013029	6031658	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038857,6042267,6043423,6043689,6045657,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,
78	NM_001322013	chr7	-	6010555	6048680	6013029	6042215	14	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6042267,6043423,6043689,6045657,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,-1,-1,-1,-1,
78	NM_001322014	chr7	-	6010555	6048680	6013029	6048650	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017421,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045662,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,2,1,1,2,0,
78	NM_001322015	chr7	-	6010555	6048680	6013029	6042311	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042442,6043423,6043689,6045657,6048680,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,0,-1,-1,-1,-1,
22	NM_001324401	chr7	+	116312249	116409964	116339138	116409920	12	116312249,116339124,116371721,116380003,116380905,116395408,116397490,116397691,116398512,116399444,116403103,116409698,	116312631,116340338,116371913,116380138,116381079,116395569,116397593,116397828,116398674,116399544,116403322,116409964,	0	MET	cmpl	cmpl	-1,0,0,0,0,0,2,0,2,2,0,0,
22	NM_001324402	chr7	+	116312249	116438431	116371811	116436178	20	116312249,116371721,116380003,116380905,116395408,116397490,116397691,116398512,116399444,116403103,116409698,116411551,116411902,116414934,116417442,116418829,116422041,116423357,116435708,116435940,	116312631,116371913,116380138,116381079,116395569,116397593,116397828,116398674,116399544,116403322,116409845,116411708,116412043,116415165,116417523,116419011,116422151,116423523,116435845,116438431,	0	MET	cmpl	cmpl	-1,0,0,0,0,2,0,2,2,0,0,0,1,1,1,1,0,2,0,2,
125	NM_001346897	chr7	+	55086709	55270769	55086970	55270458	26	55086709,55209978,55210997,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55238867,55240675,55241613,55242414,55248985,55259411,55260458,55266409,55268008,55268880,55269427,55270209,	55087058,55210130,55211181,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238906,55240817,55241736,55242513,55249171,55259567,55260534,55266556,55268106,55269048,55269475,55270769,	0	EGFR	cmpl	cmpl	0,1,0,1,1,0,1,1,2,1,2,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,
125	NM_001346898	chr7	+	55086709	55270769	55086970	55270458	27	55086709,55209978,55210997,55214298,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55238867,55240675,55241613,55242414,55248985,55259411,55260458,55266409,55268008,55268880,55269427,55270209,	55087058,55210130,55211181,55214433,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238906,55240817,55241736,55242513,55249171,55259567,55260534,55266556,55268106,55269048,55269475,55270769,	0	EGFR	cmpl	cmpl	0,1,0,1,1,1,0,1,1,2,1,2,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,
125	NM_001346899	chr7	+	55086713	55275773	55086970	55273310	27	55086713,55209978,55210997,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55238867,55240675,55241613,55242414,55248985,55259411,55260458,55266409,55268008,55268880,55269427,55270209,55272948,	55087058,55210130,55211181,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238906,55240817,55241736,55242513,55249171,55259567,55260534,55266556,55268106,55269048,55269475,55270318,55275773,	0	EGFR	cmpl	cmpl	0,1,0,1,1,0,1,1,2,1,2,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
125	NM_001346900	chr7	+	55177531	55279321	55210049	55273310	28	55177531,55209978,55210997,55214298,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55238867,55240675,55241613,55242414,55248985,55259411,55260458,55266409,55268008,55268880,55269427,55270209,55272948,	55177651,55210130,55211181,55214433,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238906,55240817,55241736,55242513,55249171,55259567,55260534,55266556,55268106,55269048,55269475,55270318,55279321,	0	EGFR	cmpl	cmpl	-1,0,0,1,1,1,0,1,1,2,1,2,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
125	NM_001346941	chr7	+	55086709	55279321	55086970	55273310	22	55086709,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55238867,55240675,55241613,55242414,55248985,55259411,55260458,55266409,55268008,55268880,55269427,55270209,55272948,	55087058,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238906,55240817,55241736,55242513,55249171,55259567,55260534,55266556,55268106,55269048,55269475,55270318,55279321,	0	EGFR	cmpl	cmpl	0,1,1,2,1,2,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
25	NM_001354609	chr7	-	140419136	140624729	140426293	140624503	19	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
25	NM_001374244	chr7	-	140430464	140624729	140434396	140624503	19	140430464,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140485488,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140485608,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,1,0,2,2,0,2,0,0,0,0,
25	NM_001374258	chr7	-	140419136	140624729	140426293	140624503	20	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140485488,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140485608,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,1,0,2,2,0,2,0,0,0,0,
25	NM_001378467	chr7	-	140419136	140624729	140426293	140624503	19	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508682,140534408,140549910,140624365,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
25	NM_001378468	chr7	-	140419136	140624729	140426166	140624503	18	140419136,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140426316,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
25	NM_001378469	chr7	-	140430464	140624729	140434396	140624503	18	140430464,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482891,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
25	NM_001378470	chr7	-	140419136	140624729	140426293	140624503	18	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140624365,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140624729,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,
25	NM_001378471	chr7	-	140419136	140624729	140426293	140624503	18	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482883,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,0,2,2,0,2,0,0,0,0,
25	NM_001378472	chr7	-	140419136	140624068	140426293	140549994	19	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140623985,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624068,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,-1,
25	NM_001378473	chr7	-	140430464	140624068	140434396	140549994	18	140430464,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140623985,	140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624068,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,-1,
25	NM_001378474	chr7	-	140413127	140624729	140415827	140624503	18	140413127,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140415836,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
25	NM_001378475	chr7	-	140419136	140624729	140426293	140624503	18	140419136,140434416,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140549910,140624365,	140426316,140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140550012,140624729,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,
25	NM_004333	chr7	-	140430464	140624729	140434396	140624503	18	140430464,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624729,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
125	NM_005228	chr7	+	55086709	55279321	55086970	55273310	28	55086709,55209978,55210997,55214298,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55238867,55240675,55241613,55242414,55248985,55259411,55260458,55266409,55268008,55268880,55269427,55270209,55272948,	55087058,55210130,55211181,55214433,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238906,55240817,55241736,55242513,55249171,55259567,55260534,55266556,55268106,55269048,55269475,55270318,55279321,	0	EGFR	cmpl	cmpl	0,1,0,1,1,1,0,1,1,2,1,2,1,2,0,2,2,0,0,0,0,0,1,1,0,0,0,1,
195	NM_005631	chr7	+	128828473	128853385	128828992	128852292	12	128828473,128843224,128845043,128845450,128845990,128846304,128848599,128849129,128850203,128850805,128851476,128851864,	128829323,128843430,128845253,128845623,128846210,128846428,128848692,128849238,128850389,128850954,128851611,128853385,	0	SMO	cmpl	cmpl	0,1,0,0,2,0,1,1,2,2,1,1,
125	NM_201282	chr7	+	55086709	55236328	55086970	55236222	16	55086709,55209978,55210997,55214298,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55236215,	55087058,55210130,55211181,55214433,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55236328,	0	EGFR	cmpl	cmpl	0,1,0,1,1,1,0,1,1,2,1,2,1,2,0,2,
125	NM_201283	chr7	+	55086724	55224644	55086970	55224536	10	55086724,55209978,55210997,55214298,55218986,55220238,55221703,55223522,55224225,55224451,	55087058,55210130,55211181,55214433,55219055,55220357,55221845,55223639,55224352,55224644,	0	EGFR	cmpl	cmpl	0,1,0,1,1,1,0,1,1,2,
125	NM_201284	chr7	+	55086709	55238730	55086970	55238237	16	55086709,55209978,55210997,55214298,55218986,55220238,55221703,55223522,55224225,55224451,55225355,55227831,55229191,55231425,55232972,55237999,	55087058,55210130,55211181,55214433,55219055,55220357,55221845,55223639,55224352,55224525,55225446,55228031,55229324,55231516,55233130,55238730,	0	EGFR	cmpl	cmpl	0,1,0,1,1,1,0,1,1,2,1,2,1,2,0,2,
78	NR_136154	chr7	-	6010555	6048737	6048737	6048737	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048627,	6013173,6017345,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045662,6048737,	0	PMS2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
109	NM_001174063	chr8	-	38268660	38326153	38271145	38314964	18	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277056,38279314,38282026,38283639,38285438,38285863,38287199,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
109	NM_001174064	chr8	-	38268660	38326153	38271145	38297890	19	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277056,38279314,38282026,38283639,38285438,38285863,38287199,38297823,38314873,38325498,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38297891,38315052,38326153,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,-1,
109	NM_001174065	chr8	-	38268660	38325242	38271145	38314964	18	38268660,38271435,38271669,38272076,38272296,38273387,38274823,38275387,38275745,38277050,38279314,38282026,38283639,38285438,38285869,38287199,38314873,38325189,	38271322,38271541,38271807,38272147,38272419,38273578,38274934,38275509,38275891,38277253,38279459,38282217,38283763,38285611,38285953,38287466,38315052,38325242,	0	FGFR1	cmpl	cmpl	0,2,2,0,0,1,1,2,0,1,0,1,0,1,1,1,0,-1,
